id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:photo list,Admin deletes photo,0,undefined,undefined
2,cancel deletion:select photos,Admin deletes photo,0,undefined,undefined
3,photo list:cancel deletion,Admin deletes photo,0,undefined,undefined
4,change mode:photo list,Admin deletes photo,0,undefined,undefined
5,confirm delete photos:photo,Admin deletes photo,0,undefined,undefined
6,select photos:confirm delete photos,Admin deletes photo,0,undefined,undefined
7,pop up photo connection error:photo,Admin deletes photo,0,undefined,undefined
8,photo list:select photos,Admin deletes photo,0,undefined,undefined
9,photo list:pop up photo connection error,Admin deletes photo,0,undefined,undefined
10,User:photo list,Admin deletes photo,0,undefined,undefined
11,stl#Actor:photo list,Admin deletes photo,0,undefined,undefined
12,stl#User:photo list,Admin deletes photo,0,undefined,undefined
13,Actor:Search box,Admin searches for photo by event,0,undefined,undefined
14,Actor:Event list,Admin searches for photo by event,0,undefined,undefined
15,Actor:Admin page,Admin searches for photo by event,0,undefined,undefined
16,Get event list:Admin page,Admin searches for photo by event,0,undefined,undefined
17,User:Admin page,Admin searches for photo by event,0,undefined,undefined
18,Display event list:Event list,Admin searches for photo by event,0,undefined,undefined
19,Get event list:Display event list,Admin searches for photo by event,0,undefined,undefined
20,Event list:Get photo list,Admin searches for photo by event,0,undefined,undefined
21,User:Event list,Admin searches for photo by event,0,undefined,undefined
22,Pop up photo connection error:Event list,Admin searches for photo by event,0,undefined,undefined
23,Get event list:Search box,Admin searches for photo by event,0,undefined,undefined
24,event:Get event list,Admin searches for photo by event,0,undefined,undefined
25,Get photo list:photo,Admin searches for photo by event,0,undefined,undefined
26,Get photo list:display photo list,Admin searches for photo by event,0,undefined,undefined
27,display photo list:Photo list,Admin searches for photo by event,0,undefined,undefined
28,photo:Pop up photo connection error,Admin searches for photo by event,0,undefined,undefined
29,User:Search box,Admin searches for photo by event,0,undefined,undefined
30,pop up event connection error:Search box,Admin searches for photo by event,0,undefined,undefined
31,pop up event connection error:event,Admin searches for photo by event,0,undefined,undefined
32,stl#Actor:Search box,Admin searches for photo by event,0,undefined,undefined
33,stl#Actor:Event list,Admin searches for photo by event,0,undefined,undefined
34,stl#Actor:Admin page,Admin searches for photo by event,0,undefined,undefined
35,stl#User:Admin page,Admin searches for photo by event,0,undefined,undefined
36,stl#User:Event list,Admin searches for photo by event,0,undefined,undefined
37,stl#User:Search box,Admin searches for photo by event,0,undefined,undefined
38,Actor:Search box,Admin searches for photo by user,0,undefined,undefined
39,Actor:Admin page,Admin searches for photo by user,0,undefined,undefined
40,Actor:User list,Admin searches for photo by user,0,undefined,undefined
41,Account:Get user list,Admin searches for photo by user,0,undefined,undefined
42,pop up event connection error:Account,Admin searches for photo by user,0,undefined,undefined
43,User:Admin page,Admin searches for photo by user,0,undefined,undefined
44,pop up event connection error:Admin page,Admin searches for photo by user,0,undefined,undefined
45,Get user list:Admin page,Admin searches for photo by user,0,undefined,undefined
46,Display user list:User list,Admin searches for photo by user,0,undefined,undefined
47,Get user list:Display user list,Admin searches for photo by user,0,undefined,undefined
48,Get photo list:photo,Admin searches for photo by user,0,undefined,undefined
49,Get photo list:display photo list,Admin searches for photo by user,0,undefined,undefined
50,User list:Get photo list,Admin searches for photo by user,0,undefined,undefined
51,Get user list:Search box,Admin searches for photo by user,0,undefined,undefined
52,display photo list:Photo list,Admin searches for photo by user,0,undefined,undefined
53,Pop up photo connection error:User list,Admin searches for photo by user,0,undefined,undefined
54,photo:Pop up photo connection error,Admin searches for photo by user,0,undefined,undefined
55,User:Search box,Admin searches for photo by user,0,undefined,undefined
56,User:User list,Admin searches for photo by user,0,undefined,undefined
57,stl#Actor:Search box,Admin searches for photo by user,0,undefined,undefined
58,stl#Actor:Admin page,Admin searches for photo by user,0,undefined,undefined
59,stl#Actor:User list,Admin searches for photo by user,0,undefined,undefined
60,stl#User:Admin page,Admin searches for photo by user,0,undefined,undefined
61,stl#User:Search box,Admin searches for photo by user,0,undefined,undefined
62,stl#User:User list,Admin searches for photo by user,0,undefined,undefined
63,Actor:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
64,Actor:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
65,Actor:Delete expired events automatically,Automatic deletion,0,undefined,undefined
66,Delete expired events automatically:event,Automatic deletion,0,undefined,undefined
67,User:Delete expired events automatically,Automatic deletion,0,undefined,undefined
68,delete expired location photos automatically:photo,Automatic deletion,0,undefined,undefined
69,User:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
70,delete photos related to expired events automatically:photo,Automatic deletion,0,undefined,undefined
71,User:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
72,stl#Actor:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
73,stl#Actor:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
74,stl#Actor:Delete expired events automatically,Automatic deletion,0,undefined,undefined
75,stl#User:Delete expired events automatically,Automatic deletion,0,undefined,undefined
76,stl#User:delete expired location photos automatically,Automatic deletion,0,undefined,undefined
77,stl#User:delete photos related to expired events automatically,Automatic deletion,0,undefined,undefined
78,Actor:Sign up Screen,Create Account,0,undefined,undefined
79,Display pop-up "Password do not match" on Sign up Screen:Account,Create Account,0,undefined,undefined
80,Display pop-up "Password do not match" on Sign up Screen:Sign up Screen,Create Account,0,undefined,undefined
81,Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen:Sign up Screen,Create Account,0,undefined,undefined
82,verify username:Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen,Create Account,0,undefined,undefined
83,Display pop-up "invalid email or email is already in use" on Sign Up Screen:Sign up Screen,Create Account,0,undefined,undefined
84,verify email:Display pop-up "invalid email or email is already in use" on Sign Up Screen,Create Account,0,undefined,undefined
85,Display pop-up "invalid password" on Sign Up Screen:Sign up Screen,Create Account,0,undefined,undefined
86,verify password:Display pop-up "invalid password" on Sign Up Screen,Create Account,0,undefined,undefined
87,Sign up Screen:verify email,Create Account,0,undefined,undefined
88,User:Sign up Screen,Create Account,0,undefined,undefined
89,verify username:User Collection,Create Account,0,undefined,undefined
90,verify password:verify confirm password,Create Account,0,undefined,undefined
91,verify email:verify username,Create Account,0,undefined,undefined
92,verify username:verify password,Create Account,0,undefined,undefined
93,stl#Actor:Sign up Screen,Create Account,0,undefined,undefined
94,stl#User:Sign up Screen,Create Account,0,undefined,undefined
95,Actor:Profile Photo Screen,Create Profile,0,undefined,undefined
96,Display Selected Photo on Profile Photo Screen:Profile Photo Screen,Create Profile,0,undefined,undefined
97,Photos Screen:Display Selected Photo on Profile Photo Screen,Create Profile,0,undefined,undefined
98,Display available photos on Photos Screen:Photos Screen,Create Profile,0,undefined,undefined
99,Display photo on  Profile photo screen:Display available photos on Photos Screen,Create Profile,0,undefined,undefined
100,Profile Photo Screen:Display available photos on Photos Screen,Create Profile,0,undefined,undefined
101,Display photo on  Profile photo screen:Profile Photo Screen,Create Profile,0,undefined,undefined
102,Display pop-up "Password do not match" on Sign up Screen:Profile Photo Screen,Create Profile,0,undefined,undefined
103,Save Profile Photo:Profile,Create Profile,0,undefined,undefined
104,Profile Photo Screen:Save Profile Photo,Create Profile,0,undefined,undefined
105,User:Profile Photo Screen,Create Profile,0,undefined,undefined
106,stl#Actor:Profile Photo Screen,Create Profile,0,undefined,undefined
107,stl#User:Profile Photo Screen,Create Profile,0,undefined,undefined
108,Actor:Create Event Screen,Create a Private Event,0,undefined,undefined
109,Create Event Screen:Validate hashtag containts alphanume dash underscore,Create a Private Event,0,undefined,undefined
110,Create Event Screen:Handle Validate Error,Create a Private Event,0,undefined,undefined
111,User:Create Event Screen,Create a Private Event,0,undefined,undefined
112,Handle Validate Error:Event Collection,Create a Private Event,0,undefined,undefined
113,Validate hashtag uniqueness:Event Collection,Create a Private Event,0,undefined,undefined
114,Validate hashtag containts alphanume dash underscore:Handle Validate Error,Create a Private Event,0,undefined,undefined
115,Validate hashtag uniqueness:Handle Validate Error,Create a Private Event,0,undefined,undefined
116,Validate hashtag containts alphanume dash underscore:Validate hashtag uniqueness,Create a Private Event,0,undefined,undefined
117,stl#Actor:Create Event Screen,Create a Private Event,0,undefined,undefined
118,stl#User:Create Event Screen,Create a Private Event,0,undefined,undefined
119,Actor:Create Event Screen,Create a Public Event,0,undefined,undefined
120,Create Event Screen:Validate hashtag containts alphanume dash underscore,Create a Public Event,0,undefined,undefined
121,Create Event Screen:Handle Validate Error,Create a Public Event,0,undefined,undefined
122,User:Create Event Screen,Create a Public Event,0,undefined,undefined
123,Validate hashtag uniqueness:Event Collection,Create a Public Event,0,undefined,undefined
124,Handle Validate Error:Event Collection,Create a Public Event,0,undefined,undefined
125,Validate hashtag containts alphanume dash underscore:Handle Validate Error,Create a Public Event,0,undefined,undefined
126,Validate hashtag uniqueness:Handle Validate Error,Create a Public Event,0,undefined,undefined
127,Validate hashtag containts alphanume dash underscore:Validate hashtag uniqueness,Create a Public Event,0,undefined,undefined
128,stl#Actor:Create Event Screen,Create a Public Event,0,undefined,undefined
129,stl#User:Create Event Screen,Create a Public Event,0,undefined,undefined
130,Actor:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
131,Actor:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
132,Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,0,undefined,undefined
133,Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
134,Handle Deletion Error:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
135,User:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
136,Display Deelete Photo Model:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
137,Event Screen:Dismiss Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
138,Toggle Delete Mode:Display Deelete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
139,Handle Photo Deletion:Event,Delete Photos in Event if Owner,0,undefined,undefined
140,Event Screen:Toggle Delete Mode,Delete Photos in Event if Owner,0,undefined,undefined
141,User:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
142,Toggle Off Delete Mode:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
143,Handle Photo Deletion:Handle Deletion Error,Delete Photos in Event if Owner,0,undefined,undefined
144,Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,0,undefined,undefined
145,stl#Actor:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
146,stl#Actor:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
147,stl#User:Delete Photo Model,Delete Photos in Event if Owner,0,undefined,undefined
148,stl#User:Event Screen,Delete Photos in Event if Owner,0,undefined,undefined
149,Actor:Result,Delete uploaded photos,0,undefined,undefined
150,Actor:Photo Collection,Delete uploaded photos,0,undefined,undefined
151,Actor:Confirm page,Delete uploaded photos,0,undefined,undefined
152,Actor:My photos screen,Delete uploaded photos,0,undefined,undefined
153,Actor:view photo,Delete uploaded photos,0,undefined,undefined
154,Can't access server:My photos screen,Delete uploaded photos,0,undefined,undefined
155,my upload:Can't access server,Delete uploaded photos,0,undefined,undefined
156,Confirm page:Confirmed delete,Delete uploaded photos,0,undefined,undefined
157,Delete:Confirm page,Delete uploaded photos,0,undefined,undefined
158,User:Confirm page,Delete uploaded photos,0,undefined,undefined
159,Confirmed delete:my upload,Delete uploaded photos,0,undefined,undefined
160,view photo:Delete,Delete uploaded photos,0,undefined,undefined
161,Delete finished:Result,Delete uploaded photos,0,undefined,undefined
162,my upload:Delete finished,Delete uploaded photos,0,undefined,undefined
163,My photos screen:Prepare photos,Delete uploaded photos,0,undefined,undefined
164,My photos screen:get my upload,Delete uploaded photos,0,undefined,undefined
165,User:My photos screen,Delete uploaded photos,0,undefined,undefined
166,Photo Collection:Select a photo,Delete uploaded photos,0,undefined,undefined
167,User:Photo Collection,Delete uploaded photos,0,undefined,undefined
168,Prepare photos:Photo Collection,Delete uploaded photos,0,undefined,undefined
169,User:Result,Delete uploaded photos,0,undefined,undefined
170,failed to delete:Result,Delete uploaded photos,0,undefined,undefined
171,Select a photo:view photo,Delete uploaded photos,0,undefined,undefined
172,my upload:failed to delete,Delete uploaded photos,0,undefined,undefined
173,my upload:get my upload,Delete uploaded photos,0,undefined,undefined
174,User:view photo,Delete uploaded photos,0,undefined,undefined
175,stl#Actor:Result,Delete uploaded photos,0,undefined,undefined
176,stl#Actor:Photo Collection,Delete uploaded photos,0,undefined,undefined
177,stl#Actor:Confirm page,Delete uploaded photos,0,undefined,undefined
178,stl#Actor:My photos screen,Delete uploaded photos,0,undefined,undefined
179,stl#Actor:view photo,Delete uploaded photos,0,undefined,undefined
180,stl#User:Confirm page,Delete uploaded photos,0,undefined,undefined
181,stl#User:My photos screen,Delete uploaded photos,0,undefined,undefined
182,stl#User:Photo Collection,Delete uploaded photos,0,undefined,undefined
183,stl#User:Result,Delete uploaded photos,0,undefined,undefined
184,stl#User:view photo,Delete uploaded photos,0,undefined,undefined
185,Actor:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
186,Download photo to Device:Handle download success,Downoad Photos to Device,0,undefined,undefined
187,Download photo to Device:Handle download error,Downoad Photos to Device,0,undefined,undefined
188,Download photo to Device:Server,Downoad Photos to Device,0,undefined,undefined
189,Photo Selected Screen:Download photo to Device,Downoad Photos to Device,0,undefined,undefined
190,Handle download error:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
191,Handle download success:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
192,User:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
193,stl#Actor:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
194,stl#User:Photo Selected Screen,Downoad Photos to Device,0,undefined,undefined
195,Actor:Log In Screen,Log In to Account,0,undefined,undefined
196,Verify Password:Account,Log In to Account,0,undefined,undefined
197,Display pop-p "Authentication Failed" on Log In Screen:Log In Screen,Log In to Account,0,undefined,undefined
198,Verify Password:Display pop-p "Authentication Failed" on Log In Screen,Log In to Account,0,undefined,undefined
199,Verify Username:Display pop-p "Authentication Failed" on Log In Screen,Log In to Account,0,undefined,undefined
200,Log In Screen:Verify Username,Log In to Account,0,undefined,undefined
201,User:Log In Screen,Log In to Account,0,undefined,undefined
202,Verify Username:User Collection,Log In to Account,0,undefined,undefined
203,Verify Password:User Collection,Log In to Account,0,undefined,undefined
204,Verify Username:Verify Password,Log In to Account,0,undefined,undefined
205,stl#Actor:Log In Screen,Log In to Account,0,undefined,undefined
206,stl#User:Log In Screen,Log In to Account,0,undefined,undefined
207,Actor:Log In Screen,Log Out of Account,0,undefined,undefined
208,Display pop-p "Authentication Failed" on Log In Screen:Log In Screen,Log Out of Account,0,undefined,undefined
209,Verify Username:Display pop-p "Authentication Failed" on Log In Screen,Log Out of Account,0,undefined,undefined
210,Log In Screen:Display pop-p "Authentication Failed" on Log In Screen,Log Out of Account,0,undefined,undefined
211,Log In Screen:Verify Username,Log Out of Account,0,undefined,undefined
212,Verify Username:Log In Screen,Log Out of Account,0,undefined,undefined
213,User:Log In Screen,Log Out of Account,0,undefined,undefined
214,stl#Actor:Log In Screen,Log Out of Account,0,undefined,undefined
215,stl#User:Log In Screen,Log Out of Account,0,undefined,undefined
216,User:Delete expired events automatically,Navigation,0,undefined,undefined
217,User:upload choice,Navigation,0,undefined,undefined
218,User:upload choice,Navigation,0,undefined,undefined
219,User:Set Password Screen,Navigation,0,undefined,undefined
220,User:view photo,Navigation,0,undefined,undefined
221,User:Event Screen,Navigation,0,undefined,undefined
222,User:Search box,Navigation,0,undefined,undefined
223,User:upload choice,Navigation,0,undefined,undefined
224,User:Create Event Screen,Navigation,0,undefined,undefined
225,User:Admin page,Navigation,0,undefined,undefined
226,User:User list,Navigation,0,undefined,undefined
227,User:Event Screen,Navigation,0,undefined,undefined
228,User:confirm,Navigation,0,undefined,undefined
229,User:Set Password Screen,Navigation,0,undefined,undefined
230,User:my photo screen,Navigation,0,undefined,undefined
231,User:Photo View,Navigation,0,undefined,undefined
232,User:Search Result Page,Navigation,0,undefined,undefined
233,User:Range Buttons(Default myhome),Navigation,0,undefined,undefined
234,User:Photo Search Result List View,Navigation,0,undefined,undefined
235,User:Photo Collection,Navigation,0,undefined,undefined
236,User:Search Result Page,Navigation,0,undefined,undefined
237,User:Search Event,Navigation,0,undefined,undefined
238,User:Event list,Navigation,0,undefined,undefined
239,User:view photo,Navigation,0,undefined,undefined
240,User:upload choice,Navigation,0,undefined,undefined
241,User:Search box,Navigation,0,undefined,undefined
242,User:Create Event Screen,Navigation,0,undefined,undefined
243,User:Photo Selected Screen,Navigation,0,undefined,undefined
244,User:Create Event Screen,Navigation,0,undefined,undefined
245,User:delete photos related to expired events automatically,Navigation,0,undefined,undefined
246,User:Result,Navigation,0,undefined,undefined
247,User:Search Event Homepage,Navigation,0,undefined,undefined
248,User:Log In Screen,Navigation,0,undefined,undefined
249,User:Sign up Screen,Navigation,0,undefined,undefined
250,User:current location,Navigation,0,undefined,undefined
251,User:Profile Photo Screen,Navigation,0,undefined,undefined
252,User:Show Empty Result Page,Navigation,0,undefined,undefined
253,User:photo list,Navigation,0,undefined,undefined
254,User:upload choice,Navigation,0,undefined,undefined
255,User:camera roll,Navigation,0,undefined,undefined
256,User:Location Screen,Navigation,0,undefined,undefined
257,User:result,Navigation,0,undefined,undefined
258,User:my events,Navigation,0,undefined,undefined
259,User:Confirm page,Navigation,0,undefined,undefined
260,User:upload choice,Navigation,0,undefined,undefined
261,User:Delete Photo Model,Navigation,0,undefined,undefined
262,User:My photos screen,Navigation,0,undefined,undefined
263,User:Admin page,Navigation,0,undefined,undefined
264,User:Log In Screen,Navigation,0,undefined,undefined
265,User:view photo,Navigation,0,undefined,undefined
266,User:Navigation bar,Navigation,0,undefined,undefined
267,User:confirm,Navigation,0,undefined,undefined
268,User:delete expired location photos automatically,Navigation,0,undefined,undefined
269,Display navigation bar:Navigation bar,Navigation,0,undefined,undefined
270,display  log in screen:Log in screen,Navigation,0,undefined,undefined
271,Navigation bar:Tap a icon on navigation bar,Navigation,0,undefined,undefined
272,display photo screen:Photo screen,Navigation,0,undefined,undefined
273,Tap a icon on navigation bar:is  user logged in?,Navigation,0,undefined,undefined
274,is  user logged in?:display  log in screen,Navigation,0,undefined,undefined
275,display event screen:event screen,Navigation,0,undefined,undefined
276,is  user logged in?:display event screen,Navigation,0,undefined,undefined
277,is  user logged in?:display photo screen,Navigation,0,undefined,undefined
278,display profile screen:profile screen,Navigation,0,undefined,undefined
279,is  user logged in?:display profile screen,Navigation,0,undefined,undefined
280,display search screen:search screen,Navigation,0,undefined,undefined
281,is  user logged in?:display search screen,Navigation,0,undefined,undefined
282,stl#User:Delete expired events automatically,Navigation,0,undefined,undefined
283,stl#User:upload choice,Navigation,0,undefined,undefined
284,stl#User:upload choice,Navigation,0,undefined,undefined
285,stl#User:Set Password Screen,Navigation,0,undefined,undefined
286,stl#User:view photo,Navigation,0,undefined,undefined
287,stl#User:Event Screen,Navigation,0,undefined,undefined
288,stl#User:Search box,Navigation,0,undefined,undefined
289,stl#User:upload choice,Navigation,0,undefined,undefined
290,stl#User:Create Event Screen,Navigation,0,undefined,undefined
291,stl#User:Admin page,Navigation,0,undefined,undefined
292,stl#User:User list,Navigation,0,undefined,undefined
293,stl#User:Event Screen,Navigation,0,undefined,undefined
294,stl#User:confirm,Navigation,0,undefined,undefined
295,stl#User:Set Password Screen,Navigation,0,undefined,undefined
296,stl#User:my photo screen,Navigation,0,undefined,undefined
297,stl#User:Photo View,Navigation,0,undefined,undefined
298,stl#User:Search Result Page,Navigation,0,undefined,undefined
299,stl#User:Range Buttons(Default myhome),Navigation,0,undefined,undefined
300,stl#User:Photo Search Result List View,Navigation,0,undefined,undefined
301,stl#User:Photo Collection,Navigation,0,undefined,undefined
302,stl#User:Search Result Page,Navigation,0,undefined,undefined
303,stl#User:Search Event,Navigation,0,undefined,undefined
304,stl#User:Event list,Navigation,0,undefined,undefined
305,stl#User:view photo,Navigation,0,undefined,undefined
306,stl#User:upload choice,Navigation,0,undefined,undefined
307,stl#User:Search box,Navigation,0,undefined,undefined
308,stl#User:Create Event Screen,Navigation,0,undefined,undefined
309,stl#User:Photo Selected Screen,Navigation,0,undefined,undefined
310,stl#User:Create Event Screen,Navigation,0,undefined,undefined
311,stl#User:delete photos related to expired events automatically,Navigation,0,undefined,undefined
312,stl#User:Result,Navigation,0,undefined,undefined
313,stl#User:Search Event Homepage,Navigation,0,undefined,undefined
314,stl#User:Log In Screen,Navigation,0,undefined,undefined
315,stl#User:Sign up Screen,Navigation,0,undefined,undefined
316,stl#User:current location,Navigation,0,undefined,undefined
317,stl#User:Profile Photo Screen,Navigation,0,undefined,undefined
318,stl#User:Show Empty Result Page,Navigation,0,undefined,undefined
319,stl#User:photo list,Navigation,0,undefined,undefined
320,stl#User:upload choice,Navigation,0,undefined,undefined
321,stl#User:camera roll,Navigation,0,undefined,undefined
322,stl#User:Location Screen,Navigation,0,undefined,undefined
323,stl#User:result,Navigation,0,undefined,undefined
324,stl#User:my events,Navigation,0,undefined,undefined
325,stl#User:Confirm page,Navigation,0,undefined,undefined
326,stl#User:upload choice,Navigation,0,undefined,undefined
327,stl#User:Delete Photo Model,Navigation,0,undefined,undefined
328,stl#User:My photos screen,Navigation,0,undefined,undefined
329,stl#User:Admin page,Navigation,0,undefined,undefined
330,stl#User:Log In Screen,Navigation,0,undefined,undefined
331,stl#User:view photo,Navigation,0,undefined,undefined
332,stl#User:Navigation bar,Navigation,0,undefined,undefined
333,stl#User:confirm,Navigation,0,undefined,undefined
334,stl#User:delete expired location photos automatically,Navigation,0,undefined,undefined
335,Actor:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
336,Actor:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
337,Create Event Screen:Create new event with hashtag,Reserve a Hashtag,0,undefined,undefined
338,Create Event Screen:Handle Creation Error,Reserve a Hashtag,0,undefined,undefined
339,User:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
340,Create new event with hashtag:Event,Reserve a Hashtag,0,undefined,undefined
341,Create new event with hashtag:Event Collection,Reserve a Hashtag,0,undefined,undefined
342,Create new event with hashtag:Handle Creation Error,Reserve a Hashtag,0,undefined,undefined
343,Set Password Screen:Create new event with hashtag,Reserve a Hashtag,0,undefined,undefined
344,Handle Creation Error:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
345,User:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
346,stl#Actor:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
347,stl#Actor:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
348,stl#User:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
349,stl#User:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
350,Actor:Range Buttons(Default myhome),Search by Location,0,undefined,undefined
351,Actor:Location Screen,Search by Location,0,undefined,undefined
352,Actor:Photo Search Result List View,Search by Location,0,undefined,undefined
353,Actor:Photo View,Search by Location,0,undefined,undefined
