id,element,useCase,type,component
1,User:Input information,update User's info,control,User Info Input Page
2,User:Homepage,update User's info,control,Send Messagepage
3,User:Choose one user and update,update User's info,entity,Cass Attendance Info
4,User:Choose one user and update,update User's info,entity,Cass Attendance Info
5,User:Input information,update User's info,control,User Info Input Page
6,User:Manage resource button,update User's info,control,Resource page
7,Choose one user and update:Update information in database,update User's info,entity,Cass Attendance Info
8,Choose one user and update:Update information in database,update User's info,entity,Cass Attendance Info
9,Update information in database:Database,update User's info,entity,Cass Attendance Info
10,Update information in database:Homepage,update User's info,control,Send Messagepage
11,Input information:Update information in database,update User's info,entity,Cass Attendance Info
12,Input information:Update information in database,update User's info,entity,Cass Attendance Info
13,Manage resource button:Show list of information,update User's info,control,Administrator Info
14,Show list of information:Update information in database,update User's info,entity,Cass Attendance Info
15,stl#User:Input information,update User's info,Stimulus,undefined
16,stl#User:Homepage,update User's info,Stimulus,undefined
17,stl#User:Choose one user and update,update User's info,Stimulus,undefined
18,stl#User:Choose one user and update,update User's info,Stimulus,undefined
19,stl#User:Input information,update User's info,Stimulus,undefined
20,stl#User:Manage resource button,update User's info,Stimulus,undefined
