id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Search box,Admin searches for photo by event,0,undefined,undefined
2,Actor:Event list,Admin searches for photo by event,0,undefined,undefined
3,Actor:Admin page,Admin searches for photo by event,0,undefined,undefined
4,Get event list:Admin page,Admin searches for photo by event,0,undefined,undefined
5,User:Admin page,Admin searches for photo by event,0,undefined,undefined
6,Display event list:Event list,Admin searches for photo by event,0,undefined,undefined
7,Get event list:Display event list,Admin searches for photo by event,0,undefined,undefined
8,Event list:Get photo list,Admin searches for photo by event,0,undefined,undefined
9,User:Event list,Admin searches for photo by event,0,undefined,undefined
10,Pop up photo connection error:Event list,Admin searches for photo by event,0,undefined,undefined
11,Get event list:Search box,Admin searches for photo by event,0,undefined,undefined
12,event:Get event list,Admin searches for photo by event,0,undefined,undefined
13,Get photo list:photo,Admin searches for photo by event,0,undefined,undefined
14,Get photo list:display photo list,Admin searches for photo by event,0,undefined,undefined
15,display photo list:Photo list,Admin searches for photo by event,0,undefined,undefined
16,photo:Pop up photo connection error,Admin searches for photo by event,0,undefined,undefined
17,User:Search box,Admin searches for photo by event,0,undefined,undefined
18,pop up event connection error:Search box,Admin searches for photo by event,0,undefined,undefined
19,pop up event connection error:event,Admin searches for photo by event,0,undefined,undefined
20,stl#Actor:Search box,Admin searches for photo by event,0,undefined,undefined
21,stl#Actor:Event list,Admin searches for photo by event,0,undefined,undefined
22,stl#Actor:Admin page,Admin searches for photo by event,0,undefined,undefined
23,stl#User:Admin page,Admin searches for photo by event,0,undefined,undefined
24,stl#User:Event list,Admin searches for photo by event,0,undefined,undefined
25,stl#User:Search box,Admin searches for photo by event,0,undefined,undefined
