id,element,useCase,type,component
1,User:marks the user as either qualified unqualified or processing,Edit Application Status,control,markstheuseraseitherqualifiedunqualifiedorprocessing
2,User:Homepage,Edit Application Status,boundary,Homepage
3,User:select the appropriate posting and view  profile,Edit Application Status,boundary,selecttheappropriatepostings
4,User:Homepage,Edit Application Status,boundary,Homepage
5,User:Edit Application Status Page,Edit Application Status,control,EditApplicationsinformation
6,Show confirmation page:Application db,Edit Application Status,control,EditApplicationsinformation
7,Edit Application Status Page:Edit Applications information,Edit Application Status,control,EditApplicationsinformation
8,Show confirmation page:Edit Application Status Page,Edit Application Status,control,EditApplicationsinformation
9,Edit Applications information:Show confirmation page,Edit Application Status,control,EditApplicationsinformation
10,modifies the Applicant profile to reflect User's change:Homepage,Edit Application Status,boundary,Homepage
11,Show confirmation page:Homepage,Edit Application Status,boundary,Homepage
12,marks the user as either qualified unqualified or processing:returns the correct applicant,Edit Application Status,control,EditApplicationsinformation
13,returns the correct applicant:modifies the Applicant profile to reflect User's change,Edit Application Status,boundary,selecttheappropriatepostings
14,select the appropriate posting and view  profile:returns the correct applicant,Edit Application Status,control,EditApplicationsinformation
15,stl#User:marks the user as either qualified unqualified or processing,Edit Application Status,Stimulus,undefined
16,stl#User:Homepage,Edit Application Status,Stimulus,undefined
17,stl#User:select the appropriate posting and view  profile,Edit Application Status,Stimulus,undefined
18,stl#User:Homepage,Edit Application Status,Stimulus,undefined
19,stl#User:Edit Application Status Page,Edit Application Status,Stimulus,undefined
