id,element,useCase,type,outboundDegree,inboundDegree
1,Proceed:External Image Service,Create Offer,0,undefined,undefined
2,FT sales rep:Design Coupon Page,Create Offer,0,undefined,undefined
3,FT sales rep:Create offer page 2,Create Offer,0,undefined,undefined
4,FT sales rep:Offers Page,Create Offer,0,undefined,undefined
5,Third Party Client:Design coupon,Create Offer,0,undefined,undefined
6,Check:Create offer page 2,Create Offer,0,undefined,undefined
7,Check:Display error message,Create Offer,0,undefined,undefined
8,Proceed:Check,Create Offer,0,undefined,undefined
9,Link DC & Geo:Coupon,Create Offer,0,undefined,undefined
10,Design coupon:Coupon,Create Offer,0,undefined,undefined
11,Enter Value:Coupon Templates,Create Offer,0,undefined,undefined
12,Create Geo-fence:Process,Create Offer,0,undefined,undefined
13,Create Geo-fence page:Create Geo-fence,Create Offer,0,undefined,undefined
14,Display error message:Create Geo-fence page,Create Offer,0,undefined,undefined
15,Link DC & Geo:Create Geo-fence page,Create Offer,0,undefined,undefined
16,Create Offer Page 1:Enter Value,Create Offer,0,undefined,undefined
17,Link offers:Create Offer Page 1,Create Offer,0,undefined,undefined
18,Create offer:Offers database,Create Offer,0,undefined,undefined
19,Process:Create offer,Create Offer,0,undefined,undefined
20,Create offer page 2:Link DC & Geo,Create Offer,0,undefined,undefined
21,Design Coupon Page:Design coupon,Create Offer,0,undefined,undefined
22,Display error message:Design Coupon Page,Create Offer,0,undefined,undefined
23,Link DC & Geo:Design Coupon Page,Create Offer,0,undefined,undefined
24,Design coupon:Process,Create Offer,0,undefined,undefined
25,Proceed:Display error message,Create Offer,0,undefined,undefined
26,Enter Value:Display error message,Create Offer,0,undefined,undefined
27,Enter Value:Proceed,Create Offer,0,undefined,undefined
28,Link DC & Geo:Process,Create Offer,0,undefined,undefined
29,Offers:Link offers,Create Offer,0,undefined,undefined
30,Offers Page:Link offers,Create Offer,0,undefined,undefined
31,Proceed:Process,Create Offer,0,undefined,undefined
32,stl#FT sales rep:Design Coupon Page,Create Offer,0,undefined,undefined
33,stl#FT sales rep:Create offer page 2,Create Offer,0,undefined,undefined
34,stl#FT sales rep:Offers Page,Create Offer,0,undefined,undefined
35,stl#Third Party Client:Design coupon,Create Offer,0,undefined,undefined
