id,path,functional,transactional,path_length,diagram,useCase
1,User->add to cart button->check db if available->not available error message,EQ,CTRL|INT,undefined,Add to cart,Add to cart
2,User->add to cart button->check db if available->add to cart->cart,EI,CTRL|DM|EI,undefined,Add to cart,Add to cart
3,User->add to cart button->check db if available->product,EI,CTRL|DM|EI,undefined,Add to cart,Add to cart
