id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,displaydropdown,undefined,undefined,undefined,undefined,undefined,undefined
2,systemerrorwhenconnectingserver,undefined,undefined,undefined,undefined,undefined,undefined
3,manageemployeescreen,undefined,undefined,undefined,undefined,undefined,undefined
4,GooglePlacesAPI,undefined,undefined,undefined,undefined,undefined,undefined
5,matchedresultsforlocations,undefined,undefined,undefined,undefined,undefined,undefined
6,venuelist,undefined,undefined,undefined,undefined,undefined,undefined
7,successfulpaymentalert,undefined,undefined,undefined,undefined,undefined,undefined
8,Emailprotocol,undefined,undefined,undefined,undefined,undefined,undefined
