id,attribute,type,element
1,password,EAJava_String,Administrator
2,userName,EAJava_String,Administrator
3,Comment,EAJava_String,Blog Comment
4,Approved,EAJava_String,Blog Entry
5,Entry,EAJava_String,Blog Entry
6,Email Address,EAJava_String,Customer
7,Name,EAJava_String,Customer
8,Description,EAJava_String,Product
9,Fabric,EAJava_String,Product
10,Size,EAJava_String,Product
