NUM,DM,Attribute_Num,Operation_Num,Class_Num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,DET,RET,ILF,EIF,OBJ,NOET,NOAAE,NORT,NEM,NSR, NOA,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCA,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT
1,domain_model,10,20,9,9,0,0,0,0,2,0,0,74,9,0,2.2222222222222223,1.1111111111111112,0.2222222222222222,0,0,8.222222222222221,1.1111111111111112,2.6999999999999997,0,10,9,10,46,9,9,10,74,9,9,74,2.6999999999999997,2.2222222222222223,0,1.1111111111111112,0,0,9,0.3,0,0,9,0,0,0,20,2,10,74,2.2222222222222223,0.2222222222222222,1.1111111111111112,16.444444444444443,16.444444444444443,9,1.1111111111111112,9,9,74,2.2222222222222223,0.2222222222222222,20
