id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,Administrator,0,0,0,0,0,0
2,Blog Comment,0,0,0,0,0,0
3,Blog Entry,0,0,0,0,0,0
4,Customer,0,0,0,0,0,0
5,Product,0,0,0,0,0,0
6,Updatesocialmedia,0,0,0,0,0,0
7,Addnewpagespage,0,0,0,0,0,0
8,Websitesdesignsdb,0,0,0,0,0,0
9,Showconfirmationpage,0,0,0,0,0,0
