id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Reject button,boundary,1,1,Accept/Reject connection,Accept/Reject connection,
2,button state change to acceptance,boundary,0,2,Accept/Reject connection,Accept/Reject connection,
3,request,entity,0,1,Accept/Reject connection,Accept/Reject connection,
4,send request accept,control,2,2,Accept/Reject connection,Accept/Reject connection,
5,Accept button,boundary,1,1,Accept/Reject connection,Accept/Reject connection,
6,User,actor,3,0,Accept/Reject connection,Accept/Reject connection,
