id,path,functional,transactional,path_length,diagram,useCase
1,Contractor->websites tab->query crawling list of websites->List of websites,EQ,CTRL|INT,undefined,Delete a website,Delete a website
2,Contractor->websites tab->query crawling list of websites->websites,EI,CTRL|DM|EI,undefined,Delete a website,Delete a website
3,Contractor->List of websites->display confirm tab->confirm dialog,EQ,CTRL|INT,undefined,Delete a website,Delete a website
4,Contractor->confirm dialog->delete website->websites,EI,CTRL|DM|EI,undefined,Delete a website,Delete a website
