NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Create a new account,5,11,0,2,1,1,0,0,0,1,0,2,0,1,3,2,9,4.230769230769231,6.5,1,38.07692307692308,4,0,16,5,5,4,2.31,5.69,0,0,5.074,8.2818,7.5725
2,Email subscription,5,10,0,2,1,1,0,0,0,3,0,5,0,3,0,5,3.2,3.727272727272727,2.2,0.2,11.927272727272728,0,10,12,5,3,5,2.33,0.67,0,0,5.074,5.7768,5.929
3,Login,7,13,0,4,0,4,0,0,0,0,0,7,0,0,0,7,3.7142857142857144,2.789473684210526,2.7142857142857144,0.8571428571428571,10.360902255639097,0,0,27,7,7,7,0,0,0,0,7.1036,7.823099999999999,8.3101
4,Loginout,6,15,0,2,0,2,0,0,0,0,0,6,0,0,0,6,4,6.444444444444445,3,0.6666666666666666,25.77777777777778,0,0,23,6,6,6,0,0,0,0,6.0888,19.582500000000003,14.5503
5,Mark favorite jobs,7,13,0,2,1,1,0,0,0,6,0,7,0,6,0,7,3.142857142857143,4.2,2.142857142857143,0,13.200000000000001,0,15,16,7,4,7,3.99,2.0100000000000002,0,0,7.1036,10.6332,10.8466
6,Save search results,8,16,0,4,1,3,0,0,0,2,0,4,0,2,4,4,8.5,3.5384615384615383,6.5,1.25,30.076923076923077,8,5,20,8,7,6,1.9900000000000002,4.01,0,0,8.1184,15.755799999999997,11.215399999999999
7,Search for jobs,8,19,0,4,0,4,0,0,0,0,0,8,0,0,0,8,3.875,5.304347826086956,2.875,0.375,20.554347826086953,0,0,32,8,8,8,0,0,0,0,8.1184,19.0883,14.5024
8,Send a referral request email,6,16,1,4,2,1,0,0,0,0,0,1,0,0,5,1,28,4.636363636363637,22,2,129.8181818181818,8,0,16,6,6,4,2.97,8.03,2.0100000000000002,0.99,6.0888,15.654599999999999,10.681299999999998
9,Sign in social media accounts,12,24,0,7,2,4,1,1,0,4,1,8,0,5,4,8,6.375,4.948717948717949,4.875,0.875,31.548076923076923,20,14,16,12,9,7,3.33,4.67,0,2,12.177599999999996,31.409800000000004,20.1101
10,Update user profile,1,5,0,2,0,2,0,0,0,0,0,1,0,0,0,1,2,2,1,0,4,0,0,4,1,1,1,0,0,0,0,1.0148,1.074,1.1668
