id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#Business Parter:Buy Subscription Page(1)->Business Parter:Buy Subscription Page(1)->Buy Subscription Page(1):Display Subscription Page(2)->Display Subscription Page(2):Buy Subscription Page(1)->Buy Subscription Page(1):Display Subscription Comfirmation Page->Display Subscription Comfirmation Page:Buy Subscription Comfirmation Page->Buy Subscription Comfirmation Page:Marked as Subscirpted->Marked as Subscirpted:Subscription->Subscription:Display Buy My Subscription Success Page->Display Buy My Subscription Success Page:Buy Success Page->Buy Success Page:Display Home Page(Designed by other part),Buy Partner Subscription,11,5,2,3,0
2,stl#Business Parter:Buy Subscription Page(1)->Business Parter:Buy Subscription Page(1)->Buy Subscription Page(1):Display Subscription Comfirmation Page->Display Subscription Comfirmation Page:Buy Subscription Comfirmation Page->Buy Subscription Comfirmation Page:Marked as Subscirpted->Marked as Subscirpted:Subscription->Subscription:Display Buy My Subscription Success Page->Display Buy My Subscription Success Page:Buy Success Page->Buy Success Page:Display Home Page(Designed by other part),Buy Partner Subscription,9,4,2,2,0
3,stl#Business Parter:Buy Success Page->Business Parter:Buy Success Page->Buy Success Page:Display Home Page(Designed by other part),Buy Partner Subscription,3,1,0,1,0
4,stl#Business Parter:Buy Subscription Comfirmation Page->Business Parter:Buy Subscription Comfirmation Page->Buy Subscription Comfirmation Page:Marked as Subscirpted->Marked as Subscirpted:Subscription->Subscription:Display Buy My Subscription Success Page->Display Buy My Subscription Success Page:Buy Success Page->Buy Success Page:Display Home Page(Designed by other part),Buy Partner Subscription,7,3,1,2,0
