id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Result,Delete uploaded photos,0,undefined,undefined
2,Actor:Photo Collection,Delete uploaded photos,0,undefined,undefined
3,Actor:Confirm page,Delete uploaded photos,0,undefined,undefined
4,Actor:My photos screen,Delete uploaded photos,0,undefined,undefined
5,Actor:view photo,Delete uploaded photos,0,undefined,undefined
6,Can't access server:My photos screen,Delete uploaded photos,0,undefined,undefined
7,my upload:Can't access server,Delete uploaded photos,0,undefined,undefined
8,Confirm page:Confirmed delete,Delete uploaded photos,0,undefined,undefined
9,Delete:Confirm page,Delete uploaded photos,0,undefined,undefined
10,User:Confirm page,Delete uploaded photos,0,undefined,undefined
11,Confirmed delete:my upload,Delete uploaded photos,0,undefined,undefined
12,view photo:Delete,Delete uploaded photos,0,undefined,undefined
13,Delete finished:Result,Delete uploaded photos,0,undefined,undefined
14,my upload:Delete finished,Delete uploaded photos,0,undefined,undefined
15,My photos screen:Prepare photos,Delete uploaded photos,0,undefined,undefined
16,My photos screen:get my upload,Delete uploaded photos,0,undefined,undefined
17,User:My photos screen,Delete uploaded photos,0,undefined,undefined
18,Photo Collection:Select a photo,Delete uploaded photos,0,undefined,undefined
19,User:Photo Collection,Delete uploaded photos,0,undefined,undefined
20,Prepare photos:Photo Collection,Delete uploaded photos,0,undefined,undefined
21,User:Result,Delete uploaded photos,0,undefined,undefined
22,failed to delete:Result,Delete uploaded photos,0,undefined,undefined
23,Select a photo:view photo,Delete uploaded photos,0,undefined,undefined
24,my upload:failed to delete,Delete uploaded photos,0,undefined,undefined
25,my upload:get my upload,Delete uploaded photos,0,undefined,undefined
26,User:view photo,Delete uploaded photos,0,undefined,undefined
27,stl#Actor:Result,Delete uploaded photos,0,undefined,undefined
28,stl#Actor:Photo Collection,Delete uploaded photos,0,undefined,undefined
29,stl#Actor:Confirm page,Delete uploaded photos,0,undefined,undefined
30,stl#Actor:My photos screen,Delete uploaded photos,0,undefined,undefined
31,stl#Actor:view photo,Delete uploaded photos,0,undefined,undefined
32,stl#User:Confirm page,Delete uploaded photos,0,undefined,undefined
33,stl#User:My photos screen,Delete uploaded photos,0,undefined,undefined
34,stl#User:Photo Collection,Delete uploaded photos,0,undefined,undefined
35,stl#User:Result,Delete uploaded photos,0,undefined,undefined
36,stl#User:view photo,Delete uploaded photos,0,undefined,undefined
