id,transaction,useCase,transactional,TL, DETs, TD, Arch_Diff
1,stl#Administrator:user management page->Administrator:user management page->user management page:check the status of user->check the status of user:user is already inactivated error,Inactivate user,TRAN_NA,4,0,2.6666666666666665,10.666666666666666
2,stl#Administrator:user management page->Administrator:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:activation success message,Inactivate user,TRAN_NA,5,0,2.75,13.75
3,stl#Administrator:user management page->Administrator:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:User,Inactivate user,TRAN_NA,5,0,2.25,11.25
4,stl#Administrator:activation success message->Administrator:activation success message,Inactivate user,CTRL,2,0,3,6
5,stl#Administrator:user is already inactivated error->Administrator:user is already inactivated error,Inactivate user,CTRL,2,0,3,6
6,stl#Administrator:unauthorized error message->Administrator:unauthorized error message,Inactivate user,CTRL,2,0,2,4
7,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:user management page->user management page:check the status of user->check the status of user:user is already inactivated error,Inactivate user,TRAN_NA,6,0,2.8,16.799999999999997
8,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:activation success message,Inactivate user,TRAN_NA,7,0,2.8333333333333335,19.833333333333336
9,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:user management page->user management page:check the status of user->check the status of user:inactivtate the user->inactivtate the user:User,Inactivate user,TRAN_NA,7,0,2.5,17.5
10,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:unauthorized error message,Inactivate user,TRAN_NA,4,0,2.6666666666666665,10.666666666666666
11,stl#Administrator:User management button->Administrator:User management button->User management button:validate role of user->validate role of user:role,Inactivate user,TRAN_NA,4,0,2.3333333333333335,9.333333333333334
