NUM,DM,Attribute_Num,Operation_Num,Class_Num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,DET,RET,ILF,EIF,NOET,NOAAE,NORT,NEM,NSR, NOA,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCA,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT
1,domain_model,69,178,89,89,0,0,0,0,16,0,0,0,0,15,2,0.7752808988764045,0.1797752808988764,0,0,0,0,12.300000000000008,0,69,89,755,0,0,69,0,0,0,0,12.300000000000008,2,0,0,0,0,0,0,0,0,89,0.13820224719101132,0,0,89,0,0,0,178,16,69,0,2,0.1797752808988764,0.7752808988764045,0,0,89,0.7752808988764045,0,0,0,2,0.1797752808988764,178
