id,path,transactional,path_length,diagram,useCase
1,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,CTRL,7,Admin Login,Admin Login
2,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,DM,7,Admin Login,Admin Login
3,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,EQ,7,Admin Login,Admin Login
4,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,INT,7,Admin Login,Admin Login
5,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Display Home Page->Admin home page,CTRL,6,Admin Login,Admin Login
6,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Display Home Page->Admin home page,INT,6,Admin Login,Admin Login
7,Administrator->Admin Login Page->Display Password Reset Page->Admin password reset page,CTRL,4,Admin Login,Admin Login
8,Administrator->Admin Login Page->Display Password Reset Page->Admin password reset page,INT,4,Admin Login,Admin Login
9,Administrator->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,CTRL,7,Admin Login,Admin Login
10,Administrator->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,DM,7,Admin Login,Admin Login
11,Administrator->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,EQ,7,Admin Login,Admin Login
12,Administrator->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,INT,7,Admin Login,Admin Login
13,Administrator->Admin Login Page->Enter username and password->Validate user->Display Home Page->Admin home page,CTRL,6,Admin Login,Admin Login
14,Administrator->Admin Login Page->Enter username and password->Validate user->Display Home Page->Admin home page,INT,6,Admin Login,Admin Login
15,Administrator->Admin Login Page->Display locked account message,TRAN_NA,3,Admin Login,Admin Login
16,Display login page->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,TRAN_NA,7,Admin Login,Admin Login
17,Display login page->Admin Login Page->Display Invalid Username Password Message->Validate user->Display Home Page->Admin home page,TRAN_NA,6,Admin Login,Admin Login
18,Display login page->Admin Login Page->Display Password Reset Page->Admin password reset page,TRAN_NA,4,Admin Login,Admin Login
19,Display login page->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,TRAN_NA,7,Admin Login,Admin Login
20,Display login page->Admin Login Page->Enter username and password->Validate user->Display Home Page->Admin home page,TRAN_NA,6,Admin Login,Admin Login
21,Display login page->Admin Login Page->Display locked account message,TRAN_NA,3,Admin Login,Admin Login
