id,element,useCase,type,component
1,Manager:list of agents with status,Monitor Agents,boundary,Lead/customer with agent mapping
2,Manager:view agent activites button,Monitor Agents,entity,Create agent form
3,Manager:softphone screen,Monitor Agents,entity,Create agent form
4,connect to Twilio API for agent's call:Twilio API,Monitor Agents,control,TwilioAPI
5,query agent:agent,Monitor Agents,entity,Create agent form
6,connect to Twilio API for agent's call:softphone screen,Monitor Agents,entity,Create agent form
7,list of agents with status:connect to Twilio API for agent's call,Monitor Agents,control,TwilioAPI
8,query agent:list of agents with status,Monitor Agents,boundary,Lead/customer with agent mapping
9,view agent activites button:query agent,Monitor Agents,control,Agent manager mapping
10,stl#Manager:list of agents with status,Monitor Agents,Stimulus,undefined
11,stl#Manager:view agent activites button,Monitor Agents,Stimulus,undefined
12,stl#Manager:softphone screen,Monitor Agents,Stimulus,undefined
