id,path,transactional,path_length,diagram,useCase
1,User->credential input page->query linkedin->LinkedIn,CTRL,4,Sign in social media accounts,Sign in social media accounts
2,User->credential input page->query linkedin->LinkedIn,EXTIVK,4,Sign in social media accounts,Sign in social media accounts
3,User->credential input page->query facebook info->Facebook,CTRL,4,Sign in social media accounts,Sign in social media accounts
4,User->credential input page->query facebook info->Facebook,EXTIVK,4,Sign in social media accounts,Sign in social media accounts
5,User->credential input page->query google plus info->Google plus,CTRL,4,Sign in social media accounts,Sign in social media accounts
6,User->credential input page->query google plus info->Google plus,EXTIVK,4,Sign in social media accounts,Sign in social media accounts
7,User->social media login buttons->display crendential input page->credential input page,CTRL,4,Sign in social media accounts,Sign in social media accounts
8,User->social media login buttons->display crendential input page->credential input page,INT,4,Sign in social media accounts,Sign in social media accounts
9,Facebook->query facebook info->sign in error message,CTRL,3,Sign in social media accounts,Sign in social media accounts
10,Facebook->query facebook info->sign in error message,EXTCLL,3,Sign in social media accounts,Sign in social media accounts
11,Facebook->query facebook info->sign in error message,INT,3,Sign in social media accounts,Sign in social media accounts
12,Google plus->query google plus info->sign in error message,CTRL,3,Sign in social media accounts,Sign in social media accounts
13,Google plus->query google plus info->sign in error message,EXTCLL,3,Sign in social media accounts,Sign in social media accounts
14,Google plus->query google plus info->sign in error message,INT,3,Sign in social media accounts,Sign in social media accounts
15,LinkedIn->query linkedin->sign in error message,CTRL,3,Sign in social media accounts,Sign in social media accounts
16,LinkedIn->query linkedin->sign in error message,EXTCLL,3,Sign in social media accounts,Sign in social media accounts
17,LinkedIn->query linkedin->sign in error message,INT,3,Sign in social media accounts,Sign in social media accounts
