id,element,useCase,type,outboundDegree,inboundDegree
1,Business Partner:Cancel Subscription Comfirmation Page,Specify default payment method use case,0,undefined,undefined
2,Business Partner:Authorization success,Specify default payment method use case,0,undefined,undefined
3,Business Partner:Payment Screen,Specify default payment method use case,0,undefined,undefined
4,Business Partner:Cancel Subscription Success Page,Specify default payment method use case,0,undefined,undefined
5,Acquirer Bank:Display Success Page,Specify default payment method use case,0,undefined,undefined
6,Acquirer Bank:Display Success Page,Specify default payment method use case,0,undefined,undefined
7,Validate details with user's bank account:Acquirer Bank,Specify default payment method use case,0,undefined,undefined
8,HTTPS Connection:Acquirer Bank,Specify default payment method use case,0,undefined,undefined
9,Authorization success:Validate details with user's bank account,Specify default payment method use case,0,undefined,undefined
10,Cancel Subscription Comfirmation Page:Validate details with user's bank account,Specify default payment method use case,0,undefined,undefined
11,Cancel Subscription Comfirmation Page:Display Cancel Sub page,Specify default payment method use case,0,undefined,undefined
12,enter details:Cancel Subscription Comfirmation Page,Specify default payment method use case,0,undefined,undefined
13,Cancel Subscription Success Page:HTTPS Connection,Specify default payment method use case,0,undefined,undefined
14,Display Success Page:Cancel Subscription Success Page,Specify default payment method use case,0,undefined,undefined
15,Check all details are entered:HTTPs Connection,Specify default payment method use case,0,undefined,undefined
16,Check all details are entered:Payment Screen,Specify default payment method use case,0,undefined,undefined
17,enter details:Check all details are entered,Specify default payment method use case,0,undefined,undefined
18,Payment Screen:Check internet,Specify default payment method use case,0,undefined,undefined
19,Display Success Page:Merchant Web Server Account,Specify default payment method use case,0,undefined,undefined
20,Display Success Page:Merchant Web Server Account,Specify default payment method use case,0,undefined,undefined
21,HTTPS Connection:Payment Processor,Specify default payment method use case,0,undefined,undefined
22,Payment Cateway:HTTPS Connection,Specify default payment method use case,0,undefined,undefined
23,HTTPS Connection:Payment Cateway,Specify default payment method use case,0,undefined,undefined
24,Merchant Web Server Account:HTTPS Connection,Specify default payment method use case,0,undefined,undefined
25,Payment Processor:HTTPS Connection,Specify default payment method use case,0,undefined,undefined
26,HTTPs Connection:Merchant Web Server Account,Specify default payment method use case,0,undefined,undefined
27,Validate details with user's bank account:Merchant Web Server Account,Specify default payment method use case,0,undefined,undefined
28,Payment Screen:Validate details with user's bank account,Specify default payment method use case,0,undefined,undefined
29,Payment Screen:enter details,Specify default payment method use case,0,undefined,undefined
30,stl#Business Partner:Cancel Subscription Comfirmation Page,Specify default payment method use case,0,undefined,undefined
31,stl#Business Partner:Authorization success,Specify default payment method use case,0,undefined,undefined
32,stl#Business Partner:Payment Screen,Specify default payment method use case,0,undefined,undefined
33,stl#Business Partner:Cancel Subscription Success Page,Specify default payment method use case,0,undefined,undefined
