id,element,useCase,type,outboundDegree,inboundDegree
1,User:Redeem Coupon Page,Redeem Coupon - iOS,0,undefined,undefined
2,User:Admin Login page,Redeem Coupon - iOS,0,undefined,undefined
3,User:Login page,Redeem Coupon - iOS,0,undefined,undefined
4,Admin Login page:Enter Username and password,Redeem Coupon - iOS,0,undefined,undefined
5,Click Redeem Button:Remove,Redeem Coupon - iOS,0,undefined,undefined
6,Scan QR Code:Click Redeem Button,Redeem Coupon - iOS,0,undefined,undefined
7,Input Coupon Code ID:Click Redeem Button,Redeem Coupon - iOS,0,undefined,undefined
8,Database:Display redeemed coupon page,Redeem Coupon - iOS,0,undefined,undefined
9,Display redeemed coupon page:Redeemed coupon record page,Redeem Coupon - iOS,0,undefined,undefined
10,Enter Username and password:Redeemed coupon record page,Redeem Coupon - iOS,0,undefined,undefined
11,Enter Username and password:Redeemed coupon record page,Redeem Coupon - iOS,0,undefined,undefined
12,Login page:Enter Username and password,Redeem Coupon - iOS,0,undefined,undefined
13,Redeem Coupon Page:Input Coupon Code ID,Redeem Coupon - iOS,0,undefined,undefined
14,Redeem Coupon Page:Scan QR Code,Redeem Coupon - iOS,0,undefined,undefined
15,stl#User:Redeem Coupon Page,Redeem Coupon - iOS,0,undefined,undefined
16,stl#User:Admin Login page,Redeem Coupon - iOS,0,undefined,undefined
17,stl#User:Login page,Redeem Coupon - iOS,0,undefined,undefined
