id,attribute,type,element
1,BookTicketName,EAJava_int,BookTickets
2,BookTicketInput,EAJava_int,bookTicketInterface
3,ticketName,EAJava_String,bookTicketsManagement
4,tiketId,EAJava_int,bookTicketsManagement
5,null,EAID_A2005B87_8BE7_4869_9CC6_2F5C7E80F893,bookTicketsManagement
