id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
1,Base_module_model,1,5,1,5,8,0.3,4,4,4,4,0,true,0,8,0,2,2,0,0,0,10
2,Udm_library_model,0,1,0,1,0,0.3,0,0,0,0,1,false,1,0,0,0,0,0,0,0,0
3,Udm_microsites_model,0,1,0,1,1,0.3,0,0,0,0,1,false,1,0,0,0,0,0,0,0,0
4,Udm_statistics_model,0,1,0,1,0,0.3,0,0,0,0,1,false,1,0,2,0,2,0,0,0,2
5,Udm_subsciption,0,1,0,1,0,0.3,0,0,0,0,1,false,1,0,0,0,0,0,0,0,0
6,$help://use_case_model_pattern.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
7,$help://usecasediagram.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
8,$help://actor.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
9,System Boundary,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
10,User,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
11,Object1,0,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
