id,element,useCase,type,component
1,administrator:success message,unlink an association,boundary,successmessage
2,administrator:survey list,unlink an association,control,updatesurveyindb
3,administrator:success message,unlink an association,boundary,successmessage
4,check if association between path and survey in db:path and location information,unlink an association,entity,executefeaturenaanddisplaycategories
5,check if association between path and survey in db:insert an association into db,unlink an association,control,answerstorage
6,success message:check if association between path and survey in db,unlink an association,control,updatesurveyindb
7,insert an association into db:success message,unlink an association,boundary,successmessage
8,insert an association into db:path and location information,unlink an association,entity,executefeaturenaanddisplaycategories
9,update survey in db:success message,unlink an association,boundary,successmessage
10,update survey in db:survey,unlink an association,control,updatesurveyindb
11,survey list:update survey in db,unlink an association,control,updatesurveyindb
12,stl#administrator:success message,unlink an association,Stimulus,undefined
13,stl#administrator:survey list,unlink an association,Stimulus,undefined
14,stl#administrator:success message,unlink an association,Stimulus,undefined
