NUM,DM,Attribute_Num,Operation_Num,Class_Num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,DET,RET,ILF,EIF,NOET,NOAAE,NORT,NEM,NSR, NOA,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCA,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT
1,domain_model,12,43,12,12,0,0,0,0,4,0,0,0,0,1,3.5833333333333335,1,0.3333333333333333,0,0,0,0,2.6999999999999997,0,12,12,102,0,0,12,0,0,0,0,2.6999999999999997,3.5833333333333335,0,0,0,0,0,0,0,0,12,0.22499999999999998,0,0,12,0,0,0,43,4,12,0,3.5833333333333335,0.3333333333333333,1,0,0,12,1,0,0,0,3.5833333333333335,0.3333333333333333,43
