id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Update Database,control,1,1,Calculate score ,Calculate score ,
2,Calculate Score,control,1,2,Calculate score ,Calculate score ,
3,Display score at end of battle,boundary,1,1,Calculate score ,Calculate score ,
4,Count the number of enemies killed,control,1,0,Calculate score ,Calculate score ,
5,User Account,boundary,0,1,Calculate score ,Calculate score ,
6,User,actor,1,0,Calculate score ,Calculate score ,
